ITEM,n_obs,intercepto,coef,r2,total_done_mean,delta_tempo_mean
110310,73,154.1451974236909,27.74400261364696,0.030114293127627145,3.0821917808219177,239.65753424657535
109976,13,207.14542483660134,27.648692810457515,0.10486097487106583,2.3846153846153846,273.0769230769231
118322,47,191.37371980676332,27.367729468599027,0.13550149687883262,6.042553191489362,356.74468085106383
110454,19,241.21809169764566,26.997521685254018,0.02733965957403439,3.0526315789473686,323.63157894736844
160056,14,84.2596577017114,26.938386308068477,0.8870725972131879,4.214285714285714,197.78571428571428
115773,38,297.8425099623955,26.673289554919457,0.03746150885141575,5.2368421052631575,437.5263157894737
110448,14,357.0497237569061,26.596685082872934,0.0010697428380795904,2.0714285714285716,412.14285714285717
114647,51,452.2347893057542,25.121575530861488,0.07777473741881424,6.294117647058823,610.3529411764706
122188,32,225.14584406221024,24.781069111134006,0.5755742754457343,12.65625,538.78125
123908,19,357.9887145733778,24.38687524419199,0.2636287379918332,10.368421052631579,610.8421052631579
110579,72,221.25595935912466,23.34114888628371,0.01659968162640968,2.7916666666666665,286.4166666666667
122705,34,73.52373798330524,22.512917683004034,0.8139531199962058,11.823529411764707,339.70588235294116
181057,260,321.4725594715384,22.47162920648592,0.2294993581468403,7.234615384615385,484.04615384615386
122986,378,169.38965769592386,22.457244408335573,0.2882626578691678,8.804232804232804,367.1084656084656
118290,497,307.74107655080746,22.22916562800843,0.0419151576685729,4.93158953722334,417.36619718309856
180601,17,609.7135506003431,21.823327615780446,0.02808277597661768,3.7058823529411766,690.5882352941177
111650,187,152.49081075785966,21.442393437339035,0.06344082772181692,5.224598930481283,264.5187165775401
110534,37,288.9211678832117,21.309975669099753,0.008413564462723566,3.5675675675675675,364.94594594594594
111775,26,287.0376569037657,21.270173341303046,0.011617925455292277,2.423076923076923,338.5769230769231
109497,10,72.66279069767444,20.79941860465116,0.6399717904512815,4.8,172.5
110081,24,244.40124555160145,20.59697508896797,0.02931508847408082,3.1666666666666665,309.625
111199,18,582.279900124844,20.585767790262175,0.0110483523409316,4.833333333333333,681.7777777777778
103148,27,199.42150429076227,20.545242301867738,0.07120036840551447,2.962962962962963,260.2962962962963
105242,179,178.42227800947484,20.388326517390777,0.02911100738564043,3.631284916201117,252.45810055865923
116527,231,196.09196545633822,20.168101290511338,0.09433026490643437,5.298701298701299,302.95670995671
118269,32,282.53348091971156,19.750871271069414,0.07953242486276368,6.40625,409.0625
140988,20,212.18238341968907,19.612879348630646,0.1100353984410285,5.25,315.15
118229,67,372.92273621107694,19.51661925580862,0.042476893030884644,7.343283582089552,516.2388059701492
